variable,question,module,health_care_experience,coding
word_sepsi,"The open narratives contained the word or stem ""sepsi""",Neonate,1,
word_provid,"The open narratives contained the word or stem ""provid""",Neonate,1,
word_comment,"The open narratives contained the word or stem ""comment""",Neonate,1,
word_patient,"The open narratives contained the word or stem ""patient""",Neonate,1,
word_thank,"The open narratives contained the word or stem ""thank""",Neonate,1,
word_admit,"The open narratives contained the word or stem ""admit""",Neonate,1,
word_respiratori,"The open narratives contained the word or stem ""respiratori""",Neonate,1,
word_center,"The open narratives contained the word or stem ""center""",Neonate,1,
word_hiv,"The open narratives contained the word or stem ""hiv""",Neonate,1,
word_receiv,"The open narratives contained the word or stem ""receiv""",Neonate,1,
word_oxygen,"The open narratives contained the word or stem ""oxygen""",Neonate,1,
word_come,"The open narratives contained the word or stem ""come""",Neonate,1,
word_advis,"The open narratives contained the word or stem ""advis""",Neonate,1,
word_add,"The open narratives contained the word or stem ""add""",Neonate,1,
word_water,"The open narratives contained the word or stem ""water""",Neonate,1,
word_hospitali,"The open narratives contained the word or stem ""hospitali""",Neonate,1,
word_suggest,"The open narratives contained the word or stem ""suggest""",Neonate,1,
word_treatment,"The open narratives contained the word or stem ""treatment""",Neonate,1,
word_fluid,"The open narratives contained the word or stem ""fluid""",Neonate,1,
word_start,"The open narratives contained the word or stem ""start""",Neonate,1,
word_leg,"The open narratives contained the word or stem ""leg""",Neonate,1,
word_fetal,"The open narratives contained the word or stem ""fetal""",Neonate,1,
word_refer,"The open narratives contained the word or stem ""refer""",Neonate,1,
word_minut,"The open narratives contained the word or stem ""minut""",Neonate,1,
word_infect,"The open narratives contained the word or stem ""infect""",Neonate,1,
word_sever,"The open narratives contained the word or stem ""sever""",Neonate,1,
word_hour,"The open narratives contained the word or stem ""hour""",Neonate,1,
word_suffer,"The open narratives contained the word or stem ""suffer""",Neonate,1,
word_accord,"The open narratives contained the word or stem ""accord""",Neonate,1,
word_medicin,"The open narratives contained the word or stem ""medicin""",Neonate,1,
word_urin,"The open narratives contained the word or stem ""urin""",Neonate,1,
word_blood,"The open narratives contained the word or stem ""blood""",Neonate,1,
word_follow,"The open narratives contained the word or stem ""follow""",Neonate,1,
word_inform,"The open narratives contained the word or stem ""inform""",Neonate,1,
word_pneumonia,"The open narratives contained the word or stem ""pneumonia""",Neonate,1,
word_inject,"The open narratives contained the word or stem ""inject""",Neonate,1,
word_heart,"The open narratives contained the word or stem ""heart""",Neonate,1,
word_score,"The open narratives contained the word or stem ""score""",Neonate,1,
word_found,"The open narratives contained the word or stem ""found""",Neonate,1,
word_april,"The open narratives contained the word or stem ""april""",Neonate,1,
word_caus,"The open narratives contained the word or stem ""caus""",Neonate,1,
word_bacteria,"The open narratives contained the word or stem ""bacteria""",Neonate,1,
word_proper,"The open narratives contained the word or stem ""proper""",Neonate,1,
word_condit,"The open narratives contained the word or stem ""condit""",Neonate,1,
word_breech,"The open narratives contained the word or stem ""breech""",Neonate,1,
word_kgs,"The open narratives contained the word or stem ""kgs""",Neonate,1,
word_communiti,"The open narratives contained the word or stem ""communiti""",Neonate,1,
word_life,"The open narratives contained the word or stem ""life""",Neonate,1,
word_oper,"The open narratives contained the word or stem ""oper""",Neonate,1,
word_arriv,"The open narratives contained the word or stem ""arriv""",Neonate,1,
word_hemorrhag,"The open narratives contained the word or stem ""hemorrhag""",Neonate,1,
word_stomach,"The open narratives contained the word or stem ""stomach""",Neonate,1,
word_test,"The open narratives contained the word or stem ""test""",Neonate,1,
word_deliv,"The open narratives contained the word or stem ""deliv""",Neonate,1,
word_asphyxia,"The open narratives contained the word or stem ""asphyxia""",Neonate,1,
word_wife,"The open narratives contained the word or stem ""wife""",Neonate,1,
word_renal,"The open narratives contained the word or stem ""renal""",Neonate,1,
word_surviv,"The open narratives contained the word or stem ""surviv""",Neonate,1,
word_visit,"The open narratives contained the word or stem ""visit""",Neonate,1,
word_continu,"The open narratives contained the word or stem ""continu""",Neonate,1,
word_husband,"The open narratives contained the word or stem ""husband""",Neonate,1,
word_reach,"The open narratives contained the word or stem ""reach""",Neonate,1,
word_provinci,"The open narratives contained the word or stem ""provinci""",Neonate,1,
word_servic,"The open narratives contained the word or stem ""servic""",Neonate,1,
word_deceas,"The open narratives contained the word or stem ""deceas""",Neonate,1,
word_due,"The open narratives contained the word or stem ""due""",Neonate,1,
word_vomit,"The open narratives contained the word or stem ""vomit""",Neonate,1,
word_bad,"The open narratives contained the word or stem ""bad""",Neonate,1,
word_nilof,"The open narratives contained the word or stem ""nilof""",Neonate,1,
word_male,"The open narratives contained the word or stem ""male""",Neonate,1,
word_milk,"The open narratives contained the word or stem ""milk""",Neonate,1,
word_incub,"The open narratives contained the word or stem ""incub""",Neonate,1,
word_aliv,"The open narratives contained the word or stem ""aliv""",Neonate,1,
word_doctor,"The open narratives contained the word or stem ""doctor""",Neonate,1,
word_cord,"The open narratives contained the word or stem ""cord""",Neonate,1,
word_born,"The open narratives contained the word or stem ""born""",Neonate,1,
word_brought,"The open narratives contained the word or stem ""brought""",Neonate,1,
word_look,"The open narratives contained the word or stem ""look""",Neonate,1,
word_week,"The open narratives contained the word or stem ""week""",Neonate,1,
word_babi,"The open narratives contained the word or stem ""babi""",Neonate,1,
word_difficulti,"The open narratives contained the word or stem ""difficulti""",Neonate,1,
